UsageId,AccountId,SubscriptionId,Month,Seats,MAU,MAURatio,Sessions,FeatureAdoptionRate
U0001810,A00420,SUB00170,2026-01-01,100,67,0.672,963,0.77
U0001811,A00420,SUB00170,2026-02-01,100,64,0.647,2014,0.47
U0001812,A00420,SUB00170,2026-03-01,100,62,0.622,1027,0.89
U0001813,A00420,SUB00170,2026-04-01,100,59,0.597,1040,0.58
U0001814,A00420,SUB00170,2026-05-01,100,57,0.572,1248,0.54
U0001815,A00422,SUB00171,2025-06-01,20,8,0.449,123,0.51
U0001816,A00422,SUB00171,2025-07-01,20,9,0.464,99,0.31
U0001817,A00422,SUB00171,2025-08-01,20,9,0.479,209,0.43
U0001818,A00422,SUB00171,2025-09-01,20,9,0.494,137,0.82
U0001819,A00422,SUB00171,2025-10-01,20,10,0.509,118,0.59
U0001820,A00422,SUB00171,2025-11-01,20,10,0.524,279,0.43
U0001821,A00422,SUB00171,2025-12-01,20,10,0.539,182,0.62
U0001822,A00422,SUB00171,2026-01-01,20,11,0.554,132,0.21
U0001823,A00422,SUB00171,2026-02-01,20,11,0.569,256,0.79
U0001824,A00422,SUB00171,2026-03-01,20,11,0.584,168,0.81
U0001825,A00422,SUB00171,2026-04-01,20,11,0.599,156,0.61
U0001826,A00422,SUB00171,2026-05-01,20,12,0.614,145,0.47
U0001827,A00425,SUB00172,2025-11-01,20,8,0.425,252,0.21
U0001828,A00425,SUB00172,2025-12-01,20,4,0.224,71,0.21
U0001829,A00425,SUB00172,2026-01-01,20,10,0.509,260,0.32
U0001830,A00425,SUB00172,2026-02-01,20,5,0.278,52,0.57
U0001831,A00425,SUB00172,2026-03-01,20,5,0.282,40,0.39
U0001832,A00425,SUB00172,2026-04-01,20,5,0.264,88,0.48
U0001833,A00425,SUB00172,2026-05-01,20,10,0.519,177,0.7
U0001834,A00426,SUB00173,2025-06-01,500,418,0.838,4275,0.82
U0001835,A00426,SUB00173,2025-07-01,500,426,0.853,13269,0.86
U0001836,A00426,SUB00173,2025-08-01,500,433,0.868,12313,0.54
U0001837,A00426,SUB00173,2025-09-01,500,441,0.883,13813,0.85
U0001838,A00426,SUB00173,2025-10-01,500,448,0.898,12302,0.68
U0001839,A00426,SUB00173,2025-11-01,500,456,0.913,9420,0.58
U0001840,A00426,SUB00173,2025-12-01,500,463,0.928,8943,0.37
U0001841,A00426,SUB00173,2026-01-01,500,471,0.943,11501,0.86
U0001842,A00426,SUB00173,2026-02-01,500,478,0.958,6077,0.22
U0001843,A00426,SUB00173,2026-03-01,500,486,0.973,6567,0.33
U0001844,A00426,SUB00173,2026-04-01,500,490,0.98,10988,0.56
U0001845,A00426,SUB00173,2026-05-01,500,490,0.98,4333,0.24
U0001846,A00428,SUB00174,2025-09-01,50,15,0.313,432,0.44
U0001847,A00428,SUB00174,2025-10-01,50,14,0.288,346,0.37
U0001848,A00428,SUB00174,2025-11-01,50,13,0.263,443,0.67
U0001849,A00428,SUB00174,2025-12-01,50,11,0.238,292,0.85
U0001850,A00428,SUB00174,2026-01-01,50,10,0.213,143,0.65
U0001851,A00428,SUB00174,2026-02-01,50,9,0.188,304,0.83
U0001852,A00428,SUB00174,2026-03-01,50,8,0.163,232,0.51
U0001853,A00428,SUB00174,2026-04-01,50,6,0.138,179,0.26
U0001854,A00428,SUB00174,2026-05-01,50,5,0.113,76,0.24
U0001855,A00431,SUB00175,2025-06-01,500,151,0.303,4200,0.28
U0001856,A00431,SUB00175,2025-07-01,500,152,0.305,5162,0.25
U0001857,A00431,SUB00175,2025-08-01,500,157,0.315,3613,0.52
U0001858,A00431,SUB00175,2025-09-01,500,153,0.307,4149,0.82
U0001859,A00431,SUB00175,2025-10-01,500,159,0.32,2959,0.7
U0001860,A00431,SUB00175,2025-11-01,500,140,0.28,1856,0.21
U0001861,A00431,SUB00175,2025-12-01,500,170,0.34,1807,0.36
U0001862,A00431,SUB00175,2026-01-01,500,126,0.253,1830,0.83
U0001863,A00431,SUB00175,2026-02-01,500,139,0.28,2195,0.49
U0001864,A00431,SUB00175,2026-03-01,500,168,0.338,3862,0.42
U0001865,A00431,SUB00175,2026-04-01,500,130,0.26,1742,0.39
U0001866,A00431,SUB00175,2026-05-01,500,168,0.336,1647,0.23
U0001867,A00433,SUB00176,2025-09-01,20,16,0.821,553,0.72
U0001868,A00433,SUB00176,2025-10-01,20,16,0.836,556,0.47
U0001869,A00433,SUB00176,2025-11-01,20,17,0.851,149,0.34
U0001870,A00433,SUB00176,2025-12-01,20,17,0.866,170,0.87
U0001871,A00433,SUB00176,2026-01-01,20,17,0.881,505,0.51
U0001872,A00433,SUB00176,2026-02-01,20,17,0.896,320,0.76
U0001873,A00433,SUB00176,2026-03-01,20,18,0.911,347,0.65
U0001874,A00433,SUB00176,2026-04-01,20,18,0.926,488,0.88
U0001875,A00433,SUB00176,2026-05-01,20,18,0.941,545,0.46
U0001876,A00434,SUB00177,2025-06-01,5,2,0.507,38,0.67
U0001877,A00434,SUB00177,2025-07-01,5,2,0.522,28,0.49
U0001878,A00434,SUB00177,2025-08-01,5,2,0.537,51,0.29
U0001879,A00434,SUB00177,2025-09-01,5,2,0.552,62,0.76
U0001880,A00434,SUB00177,2025-10-01,5,2,0.567,57,0.4
U0001881,A00434,SUB00177,2025-11-01,5,2,0.582,61,0.56
U0001882,A00434,SUB00177,2025-12-01,5,2,0.597,17,0.24
U0001883,A00434,SUB00177,2026-01-01,5,3,0.612,44,0.59
U0001884,A00434,SUB00177,2026-02-01,5,3,0.627,62,0.32
U0001885,A00434,SUB00177,2026-03-01,5,3,0.642,84,0.34
U0001886,A00434,SUB00177,2026-04-01,5,3,0.657,48,0.8
U0001887,A00434,SUB00177,2026-05-01,5,3,0.672,43,0.8
U0001888,A00437,SUB00178,2025-06-01,250,114,0.458,2726,0.79
U0001889,A00437,SUB00178,2025-07-01,250,116,0.467,2685,0.32
U0001890,A00437,SUB00178,2025-08-01,250,106,0.425,1211,0.37
U0001891,A00437,SUB00178,2025-09-01,250,107,0.429,2783,0.55
U0001892,A00437,SUB00178,2025-10-01,250,112,0.451,2924,0.37
U0001893,A00437,SUB00178,2025-11-01,250,115,0.461,3770,0.62
U0001894,A00437,SUB00178,2025-12-01,250,105,0.423,2252,0.43
U0001895,A00437,SUB00178,2026-01-01,250,115,0.463,1721,0.43
U0001896,A00437,SUB00178,2026-02-01,250,100,0.403,1989,0.85
U0001897,A00437,SUB00178,2026-03-01,250,96,0.385,1963,0.38
U0001898,A00437,SUB00178,2026-04-01,250,94,0.379,1644,0.4
U0001899,A00437,SUB00178,2026-05-01,250,113,0.454,1205,0.62
U0001900,A00440,SUB00179,2025-06-01,5,1,0.389,9,0.37
U0001901,A00440,SUB00179,2025-07-01,5,2,0.404,31,0.79
U0001902,A00440,SUB00179,2025-08-01,5,2,0.419,52,0.53
U0001903,A00440,SUB00179,2025-09-01,5,2,0.434,42,0.66
U0001904,A00440,SUB00179,2025-10-01,5,2,0.449,50,0.24
U0001905,A00440,SUB00179,2025-11-01,5,2,0.464,41,0.53
U0001906,A00440,SUB00179,2025-12-01,5,2,0.479,56,0.75
U0001907,A00440,SUB00179,2026-01-01,5,2,0.494,43,0.62
U0001908,A00440,SUB00179,2026-02-01,5,2,0.509,36,0.58
U0001909,A00440,SUB00179,2026-03-01,5,2,0.524,64,0.28
U0001910,A00440,SUB00179,2026-04-01,5,2,0.539,16,0.7
U0001911,A00440,SUB00179,2026-05-01,5,2,0.554,33,0.38
U0001912,A00442,SUB00180,2025-06-01,20,11,0.559,129,0.22
U0001913,A00442,SUB00180,2025-07-01,20,10,0.534,332,0.28
U0001914,A00442,SUB00180,2025-08-01,20,10,0.509,297,0.87
U0001915,A00442,SUB00180,2025-09-01,20,9,0.484,184,0.27
U0001916,A00442,SUB00180,2025-10-01,20,9,0.459,261,0.47
U0001917,A00442,SUB00180,2025-11-01,20,8,0.434,105,0.76
U0001918,A00442,SUB00180,2025-12-01,20,8,0.409,78,0.54
U0001919,A00442,SUB00180,2026-01-01,20,7,0.384,132,0.31
U0001920,A00442,SUB00180,2026-02-01,20,7,0.359,176,0.33
U0001921,A00442,SUB00180,2026-03-01,20,6,0.334,206,0.32
U0001922,A00442,SUB00180,2026-04-01,20,6,0.309,57,0.54
U0001923,A00442,SUB00180,2026-05-01,20,5,0.284,96,0.37
U0001924,A00443,SUB00181,2025-06-01,250,124,0.498,1989,0.68
U0001925,A00443,SUB00181,2025-07-01,250,128,0.513,1135,0.72
U0001926,A00443,SUB00181,2025-08-01,250,132,0.528,3711,0.26
U0001927,A00443,SUB00181,2025-09-01,250,135,0.543,3189,0.22
U0001928,A00443,SUB00181,2025-10-01,250,139,0.558,2278,0.84
U0001929,A00443,SUB00181,2025-11-01,250,143,0.573,1908,0.61
U0001930,A00443,SUB00181,2025-12-01,250,147,0.588,4041,0.53
U0001931,A00443,SUB00181,2026-01-01,250,150,0.603,3842,0.59
U0001932,A00443,SUB00181,2026-02-01,250,154,0.618,1773,0.79
U0001933,A00443,SUB00181,2026-03-01,250,158,0.633,3288,0.7
U0001934,A00443,SUB00181,2026-04-01,250,162,0.648,4367,0.57
U0001935,A00443,SUB00181,2026-05-01,250,165,0.663,2916,0.22
U0001936,A00445,SUB00182,2025-07-01,250,105,0.421,1585,0.65
U0001937,A00445,SUB00182,2025-08-01,250,109,0.436,3549,0.37
U0001938,A00445,SUB00182,2025-09-01,250,112,0.451,2133,0.85
U0001939,A00445,SUB00182,2025-10-01,250,116,0.466,1905,0.81
U0001940,A00445,SUB00182,2025-11-01,250,120,0.481,2895,0.69
U0001941,A00445,SUB00182,2025-12-01,250,124,0.496,3052,0.69
U0001942,A00445,SUB00182,2026-01-01,250,127,0.511,3619,0.37
U0001943,A00445,SUB00182,2026-02-01,250,131,0.526,1636,0.59
U0001944,A00445,SUB00182,2026-03-01,250,135,0.541,2004,0.85
U0001945,A00445,SUB00182,2026-04-01,250,139,0.556,3679,0.66
U0001946,A00445,SUB00182,2026-05-01,250,142,0.571,1881,0.35
U0001947,A00447,SUB00183,2025-06-01,250,148,0.593,1363,0.3
U0001948,A00447,SUB00183,2025-07-01,250,129,0.519,1849,0.75
U0001949,A00447,SUB00183,2025-08-01,250,140,0.561,1942,0.25
U0001950,A00447,SUB00183,2025-09-01,250,144,0.576,4405,0.72
U0001951,A00447,SUB00183,2025-10-01,250,134,0.538,3326,0.81
U0001952,A00447,SUB00183,2025-11-01,250,142,0.57,3284,0.32
U0001953,A00447,SUB00183,2025-12-01,250,146,0.588,2339,0.44
U0001954,A00447,SUB00183,2026-01-01,250,145,0.582,4853,0.76
U0001955,A00447,SUB00183,2026-02-01,250,134,0.54,2914,0.47
U0001956,A00447,SUB00183,2026-03-01,250,132,0.528,3589,0.66
U0001957,A00447,SUB00183,2026-04-01,250,134,0.538,2641,0.39
U0001958,A00447,SUB00183,2026-05-01,250,147,0.588,2881,0.51
U0001959,A00455,SUB00185,2025-10-01,100,35,0.355,561,0.45
U0001960,A00455,SUB00185,2025-11-01,100,34,0.348,713,0.71
U0001961,A00455,SUB00185,2025-12-01,100,28,0.286,595,0.36
U0001962,A00455,SUB00185,2026-01-01,100,30,0.305,513,0.57
U0001963,A00455,SUB00185,2026-02-01,100,36,0.361,601,0.29
U0001964,A00455,SUB00185,2026-03-01,100,31,0.315,272,0.34
U0001965,A00455,SUB00185,2026-04-01,100,35,0.35,1166,0.61
U0001966,A00455,SUB00185,2026-05-01,100,30,0.306,786,0.49
U0001967,A00456,SUB00186,2025-06-01,100,84,0.841,2018,0.51
U0001968,A00456,SUB00186,2025-07-01,100,85,0.856,2417,0.65
U0001969,A00456,SUB00186,2025-08-01,100,87,0.871,1406,0.8
U0001970,A00456,SUB00186,2025-09-01,100,88,0.886,1694,0.67
U0001971,A00456,SUB00186,2025-10-01,100,90,0.901,783,0.51
U0001972,A00456,SUB00186,2025-11-01,100,91,0.916,1674,0.34
U0001973,A00456,SUB00186,2025-12-01,100,93,0.931,2436,0.88
U0001974,A00456,SUB00186,2026-01-01,100,94,0.946,2858,0.84
U0001975,A00456,SUB00186,2026-02-01,100,96,0.961,2401,0.88
U0001976,A00456,SUB00186,2026-03-01,100,97,0.976,2229,0.54
U0001977,A00456,SUB00186,2026-04-01,100,98,0.98,3411,0.62
U0001978,A00456,SUB00186,2026-05-01,100,98,0.98,2235,0.37
U0001979,A00461,SUB00187,2025-06-01,100,32,0.321,989,0.59
U0001980,A00461,SUB00187,2025-07-01,100,34,0.343,495,0.72
U0001981,A00461,SUB00187,2025-08-01,100,35,0.354,1062,0.29
U0001982,A00461,SUB00187,2025-09-01,100,37,0.379,558,0.3
U0001983,A00461,SUB00187,2025-10-01,100,37,0.377,1185,0.74
U0001984,A00461,SUB00187,2025-11-01,100,38,0.381,565,0.61
U0001985,A00461,SUB00187,2025-12-01,100,34,0.349,1062,0.39
U0001986,A00461,SUB00187,2026-01-01,100,38,0.382,416,0.5
U0001987,A00461,SUB00187,2026-02-01,100,39,0.396,941,0.87
U0001988,A00461,SUB00187,2026-03-01,100,38,0.383,603,0.51
U0001989,A00461,SUB00187,2026-04-01,100,38,0.387,1070,0.34
U0001990,A00461,SUB00187,2026-05-01,100,33,0.334,1138,0.65
U0001991,A00464,SUB00188,2025-06-01,50,19,0.39,451,0.21
U0001992,A00464,SUB00188,2025-07-01,50,18,0.362,241,0.3
U0001993,A00464,SUB00188,2025-08-01,50,20,0.403,380,0.52
U0001994,A00464,SUB00188,2025-09-01,50,17,0.353,215,0.53
U0001995,A00464,SUB00188,2025-10-01,50,18,0.372,249,0.5
U0001996,A00464,SUB00188,2025-11-01,50,19,0.399,213,0.68
U0001997,A00464,SUB00188,2025-12-01,50,16,0.322,333,0.34
U0001998,A00464,SUB00188,2026-01-01,50,16,0.325,269,0.42
U0001999,A00464,SUB00188,2026-02-01,50,16,0.331,282,0.21
U0002000,A00464,SUB00188,2026-03-01,50,18,0.365,385,0.41
U0002001,A00464,SUB00188,2026-04-01,50,18,0.375,213,0.76
U0002002,A00464,SUB00188,2026-05-01,50,18,0.36,147,0.82
U0002003,A00464,SUB00188,2026-06-01,50,19,0.381,252,0.34
U0002004,A00464,SUB00188,2026-07-01,50,17,0.344,206,0.7
U0002005,A00471,SUB00189,2025-11-01,20,15,0.763,483,0.74
U0002006,A00471,SUB00189,2025-12-01,20,15,0.767,214,0.47
U0002007,A00471,SUB00189,2026-01-01,20,15,0.758,336,0.48
U0002008,A00471,SUB00189,2026-02-01,20,16,0.832,271,0.39
U0002009,A00471,SUB00189,2026-03-01,20,15,0.772,131,0.3
U0002010,A00471,SUB00189,2026-04-01,20,16,0.826,445,0.4
U0002011,A00471,SUB00189,2026-05-01,20,15,0.778,360,0.59
U0002012,A00472,SUB00190,2025-10-01,50,36,0.721,426,0.38
U0002013,A00472,SUB00190,2025-11-01,50,36,0.736,636,0.32
U0002014,A00472,SUB00190,2025-12-01,50,37,0.751,455,0.56
U0002015,A00472,SUB00190,2026-01-01,50,38,0.766,767,0.57
U0002016,A00472,SUB00190,2026-02-01,50,39,0.781,1181,0.89
U0002017,A00472,SUB00190,2026-03-01,50,39,0.796,892,0.78
U0002018,A00472,SUB00190,2026-04-01,50,40,0.811,1146,0.87
U0002019,A00472,SUB00190,2026-05-01,50,41,0.826,961,0.45
U0002020,A00474,SUB00191,2025-06-01,20,16,0.824,445,0.35
U0002021,A00474,SUB00191,2025-07-01,20,16,0.839,322,0.82
U0002022,A00474,SUB00191,2025-08-01,20,17,0.854,186,0.29
U0002023,A00474,SUB00191,2025-09-01,20,17,0.869,565,0.2
U0002024,A00474,SUB00191,2025-10-01,20,17,0.884,592,0.75
U0002025,A00474,SUB00191,2025-11-01,20,17,0.899,549,0.39
U0002026,A00474,SUB00191,2025-12-01,20,18,0.914,482,0.78
U0002027,A00474,SUB00191,2026-01-01,20,18,0.929,360,0.63
U0002028,A00474,SUB00191,2026-02-01,20,18,0.944,525,0.83
U0002029,A00474,SUB00191,2026-03-01,20,19,0.959,529,0.21
U0002030,A00474,SUB00191,2026-04-01,20,19,0.974,167,0.77
U0002031,A00474,SUB00191,2026-05-01,20,19,0.98,251,0.41
U0002032,A00476,SUB00192,2025-11-01,250,103,0.414,1973,0.51
U0002033,A00476,SUB00192,2025-12-01,250,107,0.429,3313,0.25
U0002034,A00476,SUB00192,2026-01-01,250,110,0.444,1382,0.35
U0002035,A00476,SUB00192,2026-02-01,250,114,0.459,3094,0.49
U0002036,A00476,SUB00192,2026-03-01,250,118,0.474,2813,0.32
U0002037,A00476,SUB00192,2026-04-01,250,122,0.489,1280,0.84
U0002038,A00476,SUB00192,2026-05-01,250,125,0.504,1778,0.22
U0002039,A00476,SUB00192,2026-06-01,250,129,0.519,4182,0.26
U0002040,A00476,SUB00192,2026-07-01,250,133,0.534,1640,0.76
U0002041,A00476,SUB00192,2026-08-01,250,137,0.549,2250,0.28
U0002042,A00476,SUB00192,2026-09-01,250,140,0.564,4027,0.85
U0002043,A00476,SUB00192,2026-10-01,250,144,0.579,4587,0.22
U0002044,A00476,SUB00192,2026-11-01,250,148,0.594,1349,0.35
U0002045,A00476,SUB00192,2026-12-01,250,152,0.609,2459,0.58
U0002046,A00476,SUB00192,2027-01-01,250,155,0.624,1245,0.74
U0002047,A00476,SUB00192,2027-02-01,250,159,0.639,1938,0.33
U0002048,A00476,SUB00192,2027-03-01,250,163,0.654,4120,0.82
U0002049,A00476,SUB00192,2027-04-01,250,167,0.669,1776,0.82
U0002050,A00476,SUB00192,2027-05-01,250,170,0.684,1929,0.31
U0002051,A00477,SUB00193,2025-06-01,50,27,0.545,432,0.51
U0002052,A00477,SUB00193,2025-07-01,50,26,0.52,791,0.72
U0002053,A00477,SUB00193,2025-08-01,50,24,0.495,597,0.76
U0002054,A00477,SUB00193,2025-09-01,50,23,0.47,703,0.88
U0002055,A00477,SUB00193,2025-10-01,50,22,0.445,248,0.36
U0002056,A00477,SUB00193,2025-11-01,50,21,0.42,253,0.5
U0002057,A00477,SUB00193,2025-12-01,50,19,0.395,568,0.69
U0002058,A00477,SUB00193,2026-01-01,50,18,0.37,542,0.24
U0002059,A00477,SUB00193,2026-02-01,50,17,0.345,281,0.87
U0002060,A00477,SUB00193,2026-03-01,50,16,0.32,400,0.48
U0002061,A00477,SUB00193,2026-04-01,50,14,0.295,342,0.49
U0002062,A00477,SUB00193,2026-05-01,50,13,0.27,428,0.59
U0002063,A00479,SUB00194,2025-06-01,100,64,0.646,1579,0.85
U0002064,A00479,SUB00194,2025-07-01,100,58,0.59,1255,0.65
U0002065,A00479,SUB00194,2025-08-01,100,92,0.925,817,0.75
U0002066,A00479,SUB00194,2025-09-01,100,89,0.892,2055,0.79
U0002067,A00479,SUB00194,2025-10-01,100,63,0.636,1954,0.89
U0002068,A00479,SUB00194,2025-11-01,100,89,0.898,1069,0.38
U0002069,A00479,SUB00194,2025-12-01,100,77,0.778,2086,0.75
U0002070,A00479,SUB00194,2026-01-01,100,61,0.614,1367,0.51
U0002071,A00479,SUB00194,2026-02-01,100,76,0.761,755,0.75
U0002072,A00479,SUB00194,2026-03-01,100,72,0.72,1136,0.25
U0002073,A00479,SUB00194,2026-04-01,100,73,0.733,1083,0.52
U0002074,A00479,SUB00194,2026-05-01,100,73,0.738,642,0.21
U0002075,A00480,SUB00195,2025-12-01,10,5,0.533,128,0.85
U0002076,A00480,SUB00195,2026-01-01,10,5,0.508,146,0.69
U0002077,A00480,SUB00195,2026-02-01,10,4,0.483,125,0.7
U0002078,A00480,SUB00195,2026-03-01,10,4,0.458,59,0.45
U0002079,A00480,SUB00195,2026-04-01,10,4,0.433,122,0.72
U0002080,A00480,SUB00195,2026-05-01,10,4,0.408,50,0.52
U0002081,A00484,SUB00196,2025-06-01,250,139,0.557,3329,0.25
U0002082,A00484,SUB00196,2025-07-01,250,112,0.449,2593,0.58
U0002083,A00484,SUB00196,2025-08-01,250,136,0.546,2927,0.6
U0002084,A00484,SUB00196,2025-09-01,250,92,0.371,2576,0.32
U0002085,A00484,SUB00196,2025-10-01,250,72,0.288,2236,0.47
U0002086,A00484,SUB00196,2025-11-01,250,84,0.339,763,0.4
U0002087,A00484,SUB00196,2025-12-01,250,79,0.318,664,0.29
U0002088,A00484,SUB00196,2026-01-01,250,61,0.244,1150,0.46
U0002089,A00484,SUB00196,2026-02-01,250,64,0.258,1948,0.83
U0002090,A00484,SUB00196,2026-03-01,250,50,0.201,1304,0.79
U0002091,A00484,SUB00196,2026-04-01,250,46,0.186,1236,0.82
U0002092,A00484,SUB00196,2026-05-01,250,142,0.568,3029,0.63
U0002093,A00488,SUB00197,2025-06-01,50,24,0.492,418,0.26
U0002094,A00488,SUB00197,2025-07-01,50,25,0.507,781,0.33
U0002095,A00488,SUB00197,2025-08-01,50,26,0.522,762,0.53
U0002096,A00488,SUB00197,2025-09-01,50,26,0.537,665,0.27
U0002097,A00488,SUB00197,2025-10-01,50,27,0.552,404,0.45
U0002098,A00488,SUB00197,2025-11-01,50,28,0.567,939,0.36
U0002099,A00488,SUB00197,2025-12-01,50,29,0.582,818,0.6
U0002100,A00488,SUB00197,2026-01-01,50,29,0.597,910,0.25
U0002101,A00488,SUB00197,2026-02-01,50,30,0.612,643,0.27
U0002102,A00488,SUB00197,2026-03-01,50,31,0.627,626,0.37
U0002103,A00488,SUB00197,2026-04-01,50,32,0.642,798,0.53
U0002104,A00488,SUB00197,2026-05-01,50,32,0.657,897,0.32
U0002105,A00489,SUB00198,2025-06-01,50,30,0.608,466,0.67
U0002106,A00489,SUB00198,2025-07-01,50,31,0.623,583,0.22
U0002107,A00489,SUB00198,2025-08-01,50,31,0.638,556,0.56
U0002108,A00489,SUB00198,2025-09-01,50,32,0.653,454,0.35
U0002109,A00489,SUB00198,2025-10-01,50,33,0.668,1040,0.65
U0002110,A00489,SUB00198,2025-11-01,50,34,0.683,1005,0.67
U0002111,A00489,SUB00198,2025-12-01,50,34,0.698,765,0.29
U0002112,A00489,SUB00198,2026-01-01,50,35,0.713,1185,0.51
U0002113,A00489,SUB00198,2026-02-01,50,36,0.728,528,0.44
U0002114,A00489,SUB00198,2026-03-01,50,37,0.743,347,0.33
U0002115,A00489,SUB00198,2026-04-01,50,37,0.758,587,0.52
U0002116,A00489,SUB00198,2026-05-01,50,38,0.773,1253,0.52
U0002117,A00492,SUB00199,2025-06-01,250,171,0.685,4944,0.89
U0002118,A00492,SUB00199,2025-07-01,250,175,0.7,2940,0.23
U0002119,A00492,SUB00199,2025-08-01,250,178,0.715,4961,0.24
U0002120,A00492,SUB00199,2025-09-01,250,182,0.73,2008,0.85
U0002121,A00492,SUB00199,2025-10-01,250,186,0.745,4286,0.29
U0002122,A00492,SUB00199,2025-11-01,250,190,0.76,2170,0.47
U0002123,A00492,SUB00199,2025-12-01,250,193,0.775,3269,0.21
U0002124,A00492,SUB00199,2026-01-01,250,197,0.79,3263,0.73
U0002125,A00492,SUB00199,2026-02-01,250,201,0.805,5406,0.54
U0002126,A00492,SUB00199,2026-03-01,250,205,0.82,6393,0.46
U0002127,A00492,SUB00199,2026-04-01,250,208,0.835,6760,0.7
U0002128,A00492,SUB00199,2026-05-01,250,212,0.85,5250,0.77
U0002129,A00494,SUB00200,2025-06-01,500,204,0.409,4602,0.8
U0002130,A00494,SUB00200,2025-07-01,500,211,0.424,3595,0.79
U0002131,A00494,SUB00200,2025-08-01,500,219,0.439,4598,0.48
U0002132,A00494,SUB00200,2025-09-01,500,226,0.454,5112,0.2
U0002133,A00494,SUB00200,2025-10-01,500,234,0.469,1882,0.29
U0002134,A00494,SUB00200,2025-11-01,500,241,0.484,6077,0.32
U0002135,A00494,SUB00200,2025-12-01,500,249,0.499,3874,0.61
U0002136,A00494,SUB00200,2026-01-01,500,256,0.514,4267,0.67
U0002137,A00494,SUB00200,2026-02-01,500,264,0.529,2812,0.8
U0002138,A00494,SUB00200,2026-03-01,500,271,0.544,2193,0.3
U0002139,A00494,SUB00200,2026-04-01,500,279,0.559,4725,0.75
U0002140,A00494,SUB00200,2026-05-01,500,286,0.574,5172,0.69
U0002141,A00496,SUB00201,2025-06-01,250,211,0.845,3156,0.88
U0002142,A00496,SUB00201,2025-07-01,250,204,0.82,2423,0.37
U0002143,A00496,SUB00201,2025-08-01,250,198,0.795,3208,0.21
U0002144,A00496,SUB00201,2025-09-01,250,192,0.77,2920,0.41
U0002145,A00496,SUB00201,2025-10-01,250,186,0.745,4697,0.63
U0002146,A00496,SUB00201,2025-11-01,250,179,0.72,3504,0.25
U0002147,A00496,SUB00201,2025-12-01,250,173,0.695,3602,0.39
U0002148,A00496,SUB00201,2026-01-01,250,167,0.67,2950,0.78
U0002149,A00496,SUB00201,2026-02-01,250,161,0.645,2079,0.45
U0002150,A00496,SUB00201,2026-03-01,250,154,0.62,5363,0.69
U0002151,A00496,SUB00201,2026-04-01,250,148,0.595,3267,0.53
U0002152,A00496,SUB00201,2026-05-01,250,142,0.57,4499,0.27
U0002153,A00497,SUB00202,2025-06-01,5,1,0.372,21,0.69
U0002154,A00497,SUB00202,2025-07-01,5,1,0.293,20,0.22
U0002155,A00497,SUB00202,2025-08-01,5,1,0.332,17,0.21
U0002156,A00497,SUB00202,2025-09-01,5,1,0.302,27,0.58
U0002157,A00497,SUB00202,2025-10-01,5,1,0.337,25,0.65
U0002158,A00497,SUB00202,2025-11-01,5,1,0.321,32,0.43
U0002159,A00497,SUB00202,2025-12-01,5,1,0.359,32,0.5
U0002160,A00497,SUB00202,2026-01-01,5,1,0.319,24,0.55
U0002161,A00497,SUB00202,2026-02-01,5,1,0.309,10,0.73
U0002162,A00497,SUB00202,2026-03-01,5,1,0.352,10,0.63
U0002163,A00497,SUB00202,2026-04-01,5,1,0.298,22,0.89
U0002164,A00497,SUB00202,2026-05-01,5,1,0.331,33,0.44
U0002165,A00497,SUB00202,2026-06-01,5,1,0.366,13,0.27
U0002166,A00497,SUB00202,2026-07-01,5,1,0.275,19,0.68
U0002167,A00497,SUB00202,2026-08-01,5,1,0.339,27,0.36
U0002168,A00498,SUB00203,2025-06-01,5,1,0.347,12,0.88
U0002169,A00498,SUB00203,2025-07-01,5,1,0.322,26,0.63
U0002170,A00498,SUB00203,2025-08-01,5,1,0.297,9,0.41
U0002171,A00498,SUB00203,2025-09-01,5,1,0.272,29,0.81
U0002172,A00498,SUB00203,2025-10-01,5,1,0.247,30,0.28
U0002173,A00498,SUB00203,2025-11-01,5,1,0.222,18,0.39
U0002174,A00498,SUB00203,2025-12-01,5,0,0.197,0,0.52
U0002175,A00498,SUB00203,2026-01-01,5,0,0.172,0,0.7
U0002176,A00498,SUB00203,2026-02-01,5,0,0.147,0,0.75
U0002177,A00498,SUB00203,2026-03-01,5,0,0.122,0,0.56
U0002178,A00498,SUB00203,2026-04-01,5,0,0.097,0,0.75
U0002179,A00498,SUB00203,2026-05-01,5,0,0.072,0,0.71
U0002180,A00499,SUB00204,2025-06-01,250,134,0.539,2240,0.81
U0002181,A00499,SUB00204,2025-07-01,250,138,0.554,2486,0.22
U0002182,A00499,SUB00204,2025-08-01,250,142,0.569,1743,0.31
U0002183,A00499,SUB00204,2025-09-01,250,145,0.584,1382,0.27
U0002184,A00499,SUB00204,2025-10-01,250,149,0.599,2101,0.77
U0002185,A00499,SUB00204,2025-11-01,250,153,0.614,4064,0.41
U0002186,A00499,SUB00204,2025-12-01,250,157,0.629,2304,0.34
U0002187,A00499,SUB00204,2026-01-01,250,160,0.644,2326,0.55
U0002188,A00499,SUB00204,2026-02-01,250,164,0.659,2558,0.41
U0002189,A00499,SUB00204,2026-03-01,250,168,0.674,4682,0.29
U0002190,A00499,SUB00204,2026-04-01,250,172,0.689,5204,0.84
U0002191,A00499,SUB00204,2026-05-01,250,175,0.704,3603,0.41
