ActivityId,OppId,ActivityType,ActivityDate,OwnerId,DurationMin
AC0006492,O000720,Demo,2025-12-03,U009,30
AC0006493,O000720,Call,2025-12-14,U009,30
AC0006494,O000720,Demo,2025-12-28,U009,15
AC0006495,O000720,Demo,2026-02-10,U009,30
AC0006496,O000721,Proposal Sent,2025-06-03,U009,45
AC0006497,O000721,Proposal Sent,2025-07-24,U009,15
AC0006498,O000721,Demo,2025-08-26,U009,60
AC0006499,O000721,Demo,2025-06-14,U009,15
AC0006500,O000721,Email,2025-05-28,U009,30
AC0006501,O000721,Proposal Sent,2025-08-03,U009,15
AC0006502,O000721,Proposal Sent,2025-08-11,U009,30
AC0006503,O000721,Email,2025-06-22,U009,30
AC0006504,O000721,Proposal Sent,2025-05-29,U009,60
AC0006505,O000722,Demo,2026-03-30,U008,30
AC0006506,O000722,Demo,2026-06-02,U008,30
AC0006507,O000722,Demo,2026-05-30,U008,45
AC0006508,O000722,Proposal Sent,2026-05-28,U008,45
AC0006509,O000722,Email,2026-04-09,U008,45
AC0006510,O000722,Email,2026-05-09,U008,45
AC0006511,O000722,Meeting,2026-04-24,U008,45
AC0006512,O000722,Email,2026-05-10,U008,60
AC0006513,O000722,Proposal Sent,2026-03-31,U008,15
AC0006514,O000722,Call,2026-04-25,U008,30
AC0006515,O000722,Email,2026-03-22,U008,60
AC0006516,O000722,Meeting,2026-03-20,U008,15
AC0006517,O000722,Meeting,2026-05-27,U008,60
AC0006518,O000722,Demo,2026-03-27,U008,45
AC0006519,O000722,Meeting,2026-04-30,U008,15
AC0006520,O000723,Demo,2024-08-04,U001,30
AC0006521,O000723,Demo,2024-06-22,U001,60
AC0006522,O000723,Proposal Sent,2024-02-21,U001,30
AC0006523,O000723,Meeting,2024-07-04,U001,15
AC0006524,O000723,Email,2024-02-12,U001,45
AC0006525,O000723,Demo,2024-04-08,U001,60
AC0006526,O000723,Email,2024-03-08,U001,60
AC0006527,O000723,Email,2024-05-19,U001,60
AC0006528,O000723,Call,2024-04-03,U001,30
AC0006529,O000723,Email,2024-04-30,U001,45
AC0006530,O000723,Call,2024-06-24,U001,15
AC0006531,O000723,Email,2024-07-16,U001,45
AC0006532,O000723,Meeting,2024-07-25,U001,60
AC0006533,O000723,Demo,2024-04-06,U001,60
AC0006534,O000723,Proposal Sent,2024-03-29,U001,45
AC0006535,O000724,Proposal Sent,2023-05-18,U001,45
AC0006536,O000724,Call,2023-07-21,U001,30
AC0006537,O000724,Meeting,2023-06-22,U001,45
AC0006538,O000724,Call,2023-03-17,U001,15
AC0006539,O000724,Demo,2023-04-23,U001,60
AC0006540,O000724,Demo,2023-03-02,U001,30
AC0006541,O000724,Proposal Sent,2023-06-15,U001,30
AC0006542,O000724,Meeting,2023-06-07,U001,60
AC0006543,O000724,Demo,2023-03-25,U001,15
AC0006544,O000724,Email,2023-05-31,U001,45
AC0006545,O000725,Email,2024-06-22,U001,30
AC0006546,O000725,Call,2024-09-05,U001,15
AC0006547,O000725,Proposal Sent,2024-06-01,U001,45
AC0006548,O000725,Demo,2024-06-27,U001,15
AC0006549,O000725,Proposal Sent,2024-08-24,U001,30
AC0006550,O000725,Proposal Sent,2024-06-17,U001,45
AC0006551,O000725,Proposal Sent,2024-06-13,U001,60
AC0006552,O000725,Email,2024-09-11,U001,30
AC0006553,O000725,Call,2024-06-01,U001,60
AC0006554,O000725,Proposal Sent,2024-08-02,U001,30
AC0006555,O000725,Call,2024-06-17,U001,60
AC0006556,O000725,Email,2024-08-26,U001,60
AC0006557,O000725,Meeting,2024-09-01,U001,45
AC0006558,O000725,Proposal Sent,2024-07-10,U001,30
AC0006559,O000726,Call,2026-03-30,U006,30
AC0006560,O000726,Call,2025-12-16,U006,60
AC0006561,O000726,Call,2026-04-19,U006,45
AC0006562,O000726,Email,2026-04-18,U006,60
AC0006563,O000726,Meeting,2026-05-21,U006,15
AC0006564,O000727,Email,2025-10-20,U006,60
AC0006565,O000727,Email,2025-11-25,U006,60
AC0006566,O000727,Meeting,2025-07-03,U006,30
AC0006567,O000727,Proposal Sent,2025-09-08,U006,45
AC0006568,O000727,Meeting,2025-07-10,U006,15
AC0006569,O000727,Call,2025-09-18,U006,15
AC0006570,O000727,Call,2025-10-26,U006,15
AC0006571,O000727,Proposal Sent,2025-09-02,U006,45
AC0006572,O000727,Email,2025-07-19,U006,60
AC0006573,O000728,Email,2023-09-21,U006,15
AC0006574,O000728,Call,2023-07-21,U006,60
AC0006575,O000728,Call,2023-08-21,U006,30
AC0006576,O000728,Email,2023-07-25,U006,45
AC0006577,O000728,Call,2023-07-14,U006,30
AC0006578,O000729,Email,2023-07-31,U008,45
AC0006579,O000729,Email,2023-07-27,U008,45
AC0006580,O000729,Email,2023-07-04,U008,45
AC0006581,O000730,Email,2023-05-22,U008,60
AC0006582,O000730,Proposal Sent,2023-05-24,U008,15
AC0006583,O000730,Proposal Sent,2023-05-22,U008,60
AC0006584,O000730,Demo,2023-05-29,U008,15
AC0006585,O000730,Demo,2023-06-11,U008,60
AC0006586,O000730,Proposal Sent,2023-06-14,U008,45
AC0006587,O000730,Call,2023-05-30,U008,30
AC0006588,O000730,Call,2023-05-31,U008,45
AC0006589,O000730,Meeting,2023-05-31,U008,15
AC0006590,O000730,Call,2023-06-08,U008,15
AC0006591,O000730,Demo,2023-06-09,U008,45
AC0006592,O000730,Proposal Sent,2023-06-13,U008,15
AC0006593,O000730,Call,2023-06-02,U008,45
AC0006594,O000730,Meeting,2023-05-16,U008,15
AC0006595,O000730,Meeting,2023-05-21,U008,60
AC0006596,O000731,Meeting,2025-04-20,U011,60
AC0006597,O000731,Email,2025-06-07,U011,15
AC0006598,O000731,Proposal Sent,2025-04-18,U011,45
AC0006599,O000731,Call,2025-04-17,U011,45
AC0006600,O000731,Call,2025-05-12,U011,15
AC0006601,O000731,Proposal Sent,2025-05-24,U011,60
AC0006602,O000731,Call,2025-04-26,U011,15
AC0006603,O000731,Meeting,2025-04-22,U011,45
AC0006604,O000731,Meeting,2025-04-22,U011,30
AC0006605,O000732,Email,2023-02-25,U011,15
AC0006606,O000732,Meeting,2023-05-30,U011,30
AC0006607,O000732,Demo,2023-05-15,U011,45
AC0006608,O000732,Email,2023-04-21,U011,45
AC0006609,O000732,Call,2023-04-10,U011,60
AC0006610,O000732,Demo,2023-03-07,U011,45
AC0006611,O000732,Email,2023-04-25,U011,15
AC0006612,O000732,Call,2023-02-13,U011,15
AC0006613,O000732,Meeting,2023-03-03,U011,45
AC0006614,O000732,Meeting,2023-05-31,U011,60
AC0006615,O000732,Email,2023-05-20,U011,60
AC0006616,O000732,Proposal Sent,2023-03-08,U011,60
AC0006617,O000732,Call,2023-03-19,U011,15
AC0006618,O000732,Demo,2023-04-02,U011,15
AC0006619,O000733,Call,2023-08-04,U011,45
AC0006620,O000733,Proposal Sent,2023-08-21,U011,15
AC0006621,O000733,Proposal Sent,2023-08-11,U011,15
AC0006622,O000733,Proposal Sent,2023-08-09,U011,15
AC0006623,O000733,Meeting,2023-08-22,U011,30
AC0006624,O000733,Email,2023-08-15,U011,30
AC0006625,O000734,Meeting,2026-07-02,U007,45
AC0006626,O000734,Proposal Sent,2026-06-03,U007,15
AC0006627,O000734,Meeting,2026-07-17,U007,60
AC0006628,O000734,Demo,2026-07-09,U007,60
AC0006629,O000734,Demo,2026-09-18,U007,15
AC0006630,O000734,Call,2026-06-05,U007,60
AC0006631,O000734,Proposal Sent,2026-09-05,U007,30
AC0006632,O000734,Call,2026-07-05,U007,45
AC0006633,O000735,Demo,2026-06-04,U007,60
AC0006634,O000735,Meeting,2026-07-21,U007,15
AC0006635,O000735,Call,2026-08-06,U007,15
AC0006636,O000735,Proposal Sent,2026-09-21,U007,45
AC0006637,O000735,Proposal Sent,2026-09-22,U007,60
AC0006638,O000735,Call,2026-05-26,U007,45
AC0006639,O000735,Email,2026-06-14,U007,15
AC0006640,O000735,Email,2026-06-19,U007,60
AC0006641,O000735,Proposal Sent,2026-09-28,U007,60
AC0006642,O000735,Call,2026-04-30,U007,30
AC0006643,O000736,Demo,2024-09-26,U002,15
AC0006644,O000736,Email,2024-11-26,U002,30
AC0006645,O000736,Call,2024-11-30,U002,60
AC0006646,O000736,Meeting,2024-09-15,U002,15
AC0006647,O000736,Call,2024-08-10,U002,60
AC0006648,O000736,Proposal Sent,2024-11-07,U002,30
AC0006649,O000736,Demo,2024-07-04,U002,45
AC0006650,O000737,Demo,2024-01-19,U002,30
AC0006651,O000737,Email,2024-02-18,U002,60
AC0006652,O000737,Proposal Sent,2024-02-18,U002,45
AC0006653,O000737,Email,2024-02-17,U002,45
AC0006654,O000737,Proposal Sent,2024-02-17,U002,60
AC0006655,O000737,Proposal Sent,2024-01-22,U002,45
AC0006656,O000737,Email,2024-02-14,U002,60
AC0006657,O000737,Email,2024-01-19,U002,15
AC0006658,O000737,Call,2024-02-15,U002,30
AC0006659,O000737,Demo,2024-02-03,U002,45
AC0006660,O000737,Meeting,2024-02-05,U002,60
AC0006661,O000737,Meeting,2024-02-04,U002,45
AC0006662,O000737,Call,2024-01-18,U002,60
AC0006663,O000737,Demo,2024-01-26,U002,60
AC0006664,O000738,Demo,2025-08-31,U003,45
AC0006665,O000738,Meeting,2025-09-02,U003,30
AC0006666,O000738,Meeting,2025-09-17,U003,60
AC0006667,O000738,Meeting,2025-08-22,U003,15
AC0006668,O000738,Demo,2025-06-14,U003,45
AC0006669,O000739,Meeting,2026-03-28,U008,30
AC0006670,O000739,Proposal Sent,2026-03-20,U008,45
AC0006671,O000739,Proposal Sent,2026-04-17,U008,15
AC0006672,O000739,Demo,2026-03-31,U008,60
AC0006673,O000739,Meeting,2026-03-18,U008,45
AC0006674,O000739,Demo,2026-03-18,U008,30
AC0006675,O000740,Demo,2025-02-25,U008,60
AC0006676,O000740,Proposal Sent,2024-12-21,U008,60
AC0006677,O000740,Demo,2025-04-16,U008,45
AC0006678,O000740,Email,2025-02-19,U008,15
AC0006679,O000740,Demo,2025-01-25,U008,15
AC0006680,O000740,Demo,2024-12-28,U008,60
AC0006681,O000740,Demo,2025-03-12,U008,15
AC0006682,O000740,Email,2025-02-21,U008,15
AC0006683,O000740,Call,2025-04-07,U008,30
AC0006684,O000740,Demo,2025-05-01,U008,30
AC0006685,O000740,Email,2025-01-20,U008,30
AC0006686,O000740,Proposal Sent,2025-02-23,U008,45
AC0006687,O000740,Call,2025-02-01,U008,30
AC0006688,O000741,Proposal Sent,2024-03-22,U008,45
AC0006689,O000741,Email,2024-03-13,U008,45
AC0006690,O000741,Call,2023-12-10,U008,30
AC0006691,O000741,Call,2023-11-28,U008,60
AC0006692,O000741,Meeting,2023-12-13,U008,30
AC0006693,O000741,Demo,2023-12-23,U008,45
AC0006694,O000741,Meeting,2023-11-23,U008,45
AC0006695,O000741,Proposal Sent,2024-02-16,U008,30
AC0006696,O000741,Meeting,2024-03-24,U008,15
AC0006697,O000742,Email,2025-05-30,U008,30
AC0006698,O000742,Meeting,2025-07-14,U008,60
AC0006699,O000742,Call,2025-06-20,U008,60
AC0006700,O000742,Proposal Sent,2025-06-25,U008,15
AC0006701,O000742,Proposal Sent,2025-06-14,U008,45
AC0006702,O000742,Meeting,2025-06-30,U008,45
AC0006703,O000743,Demo,2025-09-11,U001,30
AC0006704,O000743,Call,2025-09-11,U001,60
AC0006705,O000743,Call,2025-12-30,U001,45
AC0006706,O000743,Call,2025-10-20,U001,60
AC0006707,O000743,Meeting,2025-11-07,U001,45
AC0006708,O000743,Proposal Sent,2025-11-10,U001,60
AC0006709,O000743,Demo,2025-09-29,U001,30
AC0006710,O000743,Call,2026-01-20,U001,30
AC0006711,O000743,Proposal Sent,2025-09-24,U001,30
AC0006712,O000743,Demo,2026-02-21,U001,15
AC0006713,O000743,Demo,2025-11-23,U001,15
AC0006714,O000743,Demo,2025-12-13,U001,15
AC0006715,O000743,Email,2025-10-14,U001,30
AC0006716,O000743,Proposal Sent,2026-02-14,U001,30
AC0006717,O000744,Call,2026-06-06,U004,60
AC0006718,O000744,Meeting,2026-05-16,U004,60
AC0006719,O000744,Proposal Sent,2026-06-03,U004,30
AC0006720,O000744,Call,2026-05-09,U004,45
AC0006721,O000744,Meeting,2026-05-26,U004,45
AC0006722,O000744,Proposal Sent,2026-05-29,U004,15
AC0006723,O000744,Email,2026-06-17,U004,30
AC0006724,O000744,Meeting,2026-06-22,U004,15
AC0006725,O000744,Demo,2026-07-10,U004,60
AC0006726,O000744,Proposal Sent,2026-05-23,U004,30
AC0006727,O000744,Email,2026-04-09,U004,60
AC0006728,O000744,Demo,2026-04-23,U004,15
AC0006729,O000744,Meeting,2026-06-18,U004,15
AC0006730,O000745,Proposal Sent,2023-08-08,U004,30
AC0006731,O000745,Demo,2023-08-21,U004,60
AC0006732,O000745,Email,2023-09-02,U004,60
AC0006733,O000746,Call,2024-04-17,U004,30
AC0006734,O000746,Email,2024-04-01,U004,60
AC0006735,O000746,Meeting,2024-05-07,U004,15
AC0006736,O000746,Demo,2024-04-07,U004,60
AC0006737,O000746,Proposal Sent,2024-03-29,U004,60
AC0006738,O000746,Demo,2024-03-28,U004,15
AC0006739,O000746,Meeting,2024-04-07,U004,30
AC0006740,O000746,Call,2024-04-01,U004,30
AC0006741,O000746,Proposal Sent,2024-04-20,U004,45
AC0006742,O000746,Meeting,2024-06-11,U004,15
AC0006743,O000746,Demo,2024-05-19,U004,60
AC0006744,O000746,Email,2024-04-08,U004,60
AC0006745,O000747,Call,2025-11-20,U010,30
AC0006746,O000747,Email,2025-12-16,U010,30
AC0006747,O000747,Proposal Sent,2025-12-14,U010,15
AC0006748,O000747,Proposal Sent,2025-10-01,U010,60
AC0006749,O000747,Proposal Sent,2025-09-29,U010,15
AC0006750,O000748,Meeting,2024-01-20,U008,15
AC0006751,O000748,Demo,2024-01-15,U008,30
AC0006752,O000748,Email,2024-01-26,U008,15
AC0006753,O000749,Proposal Sent,2023-09-25,U009,30
AC0006754,O000749,Proposal Sent,2023-10-22,U009,60
AC0006755,O000749,Demo,2023-11-03,U009,30
AC0006756,O000750,Call,2023-04-11,U010,45
AC0006757,O000750,Proposal Sent,2023-05-12,U010,45
AC0006758,O000750,Demo,2023-05-10,U010,60
AC0006759,O000750,Email,2023-05-11,U010,30
AC0006760,O000750,Call,2023-04-22,U010,30
AC0006761,O000750,Email,2023-03-22,U010,15
AC0006762,O000750,Call,2023-03-23,U010,60
AC0006763,O000750,Proposal Sent,2023-05-11,U010,15
AC0006764,O000750,Meeting,2023-04-04,U010,60
AC0006765,O000750,Demo,2023-04-17,U010,45
AC0006766,O000751,Meeting,2025-01-27,U004,60
AC0006767,O000751,Call,2025-01-18,U004,15
AC0006768,O000751,Demo,2024-12-29,U004,60
AC0006769,O000751,Email,2024-12-28,U004,45
AC0006770,O000751,Email,2025-01-11,U004,60
AC0006771,O000752,Demo,2024-07-25,U004,60
AC0006772,O000752,Meeting,2024-07-20,U004,60
AC0006773,O000752,Proposal Sent,2024-07-24,U004,45
AC0006774,O000752,Call,2024-07-18,U004,15
AC0006775,O000752,Proposal Sent,2024-07-07,U004,60
AC0006776,O000752,Meeting,2024-07-20,U004,60
AC0006777,O000753,Call,2024-04-30,U010,15
AC0006778,O000753,Email,2024-06-29,U010,60
AC0006779,O000753,Email,2024-05-14,U010,45
AC0006780,O000753,Email,2024-04-26,U010,15
AC0006781,O000753,Proposal Sent,2024-03-23,U010,30
AC0006782,O000753,Demo,2024-06-01,U010,15
AC0006783,O000753,Demo,2024-04-07,U010,15
AC0006784,O000753,Demo,2024-03-09,U010,15
AC0006785,O000753,Meeting,2024-03-31,U010,60
AC0006786,O000753,Call,2024-05-27,U010,60
AC0006787,O000754,Meeting,2025-07-01,U008,60
AC0006788,O000754,Proposal Sent,2025-07-09,U008,15
AC0006789,O000754,Email,2025-06-11,U008,60
AC0006790,O000755,Meeting,2024-03-28,U008,45
AC0006791,O000755,Call,2024-02-15,U008,60
AC0006792,O000755,Proposal Sent,2024-04-04,U008,30
AC0006793,O000755,Call,2024-02-19,U008,45
AC0006794,O000755,Email,2024-04-08,U008,45
AC0006795,O000755,Email,2024-03-15,U008,45
AC0006796,O000755,Call,2024-03-19,U008,15
AC0006797,O000755,Call,2024-04-10,U008,15
AC0006798,O000755,Proposal Sent,2024-04-08,U008,45
AC0006799,O000756,Call,2025-06-26,U008,15
AC0006800,O000756,Call,2025-06-28,U008,15
AC0006801,O000756,Proposal Sent,2025-06-23,U008,60
AC0006802,O000756,Call,2025-06-21,U008,30
AC0006803,O000756,Call,2025-06-28,U008,60
AC0006804,O000756,Call,2025-06-01,U008,60
AC0006805,O000756,Meeting,2025-06-01,U008,45
AC0006806,O000756,Email,2025-06-12,U008,60
AC0006807,O000756,Proposal Sent,2025-06-21,U008,60
AC0006808,O000756,Proposal Sent,2025-06-22,U008,60
AC0006809,O000756,Email,2025-06-16,U008,60
AC0006810,O000757,Call,2026-02-11,U006,15
AC0006811,O000757,Call,2026-01-05,U006,15
AC0006812,O000757,Call,2026-03-02,U006,15
AC0006813,O000757,Call,2026-03-05,U006,45
AC0006814,O000758,Email,2024-07-30,U003,45
AC0006815,O000758,Call,2024-09-03,U003,45
AC0006816,O000758,Meeting,2024-12-18,U003,60
AC0006817,O000759,Email,2023-12-07,U003,30
AC0006818,O000759,Call,2023-07-06,U003,15
AC0006819,O000759,Email,2023-11-21,U003,60
AC0006820,O000759,Meeting,2023-11-22,U003,60
AC0006821,O000759,Meeting,2023-11-28,U003,60
AC0006822,O000760,Meeting,2025-05-02,U012,60
AC0006823,O000760,Meeting,2025-06-28,U012,45
AC0006824,O000760,Meeting,2025-04-16,U012,45
AC0006825,O000760,Email,2025-06-11,U012,45
AC0006826,O000760,Email,2025-03-19,U012,45
AC0006827,O000760,Call,2025-06-16,U012,45
AC0006828,O000760,Call,2025-06-02,U012,30
AC0006829,O000760,Demo,2025-05-18,U012,15
AC0006830,O000760,Meeting,2025-03-28,U012,30
AC0006831,O000760,Email,2025-06-30,U012,30
AC0006832,O000760,Demo,2025-06-21,U012,60
AC0006833,O000760,Proposal Sent,2025-06-27,U012,60
AC0006834,O000760,Proposal Sent,2025-04-03,U012,60
AC0006835,O000761,Call,2025-12-21,U007,45
AC0006836,O000761,Meeting,2025-12-13,U007,15
AC0006837,O000761,Demo,2025-10-24,U007,15
AC0006838,O000761,Meeting,2025-12-19,U007,45
AC0006839,O000761,Proposal Sent,2025-11-16,U007,15
AC0006840,O000761,Meeting,2025-10-16,U007,15
AC0006841,O000761,Proposal Sent,2025-08-22,U007,30
AC0006842,O000761,Meeting,2025-12-14,U007,60
AC0006843,O000761,Email,2025-10-19,U007,15
AC0006844,O000761,Meeting,2025-11-29,U007,45
AC0006845,O000761,Meeting,2025-10-31,U007,15
AC0006846,O000761,Proposal Sent,2026-01-02,U007,60
AC0006847,O000761,Email,2025-09-23,U007,45
AC0006848,O000761,Meeting,2025-10-09,U007,45
AC0006849,O000761,Email,2025-11-28,U007,15
AC0006850,O000762,Call,2025-11-02,U004,15
AC0006851,O000762,Proposal Sent,2026-01-13,U004,15
AC0006852,O000762,Proposal Sent,2025-12-13,U004,60
AC0006853,O000762,Demo,2026-02-17,U004,45
AC0006854,O000763,Email,2024-03-21,U004,15
AC0006855,O000763,Email,2024-04-14,U004,60
AC0006856,O000763,Call,2024-05-03,U004,30
AC0006857,O000763,Call,2024-04-27,U004,30
AC0006858,O000763,Meeting,2024-05-07,U004,15
AC0006859,O000763,Call,2024-03-19,U004,30
AC0006860,O000763,Demo,2024-04-02,U004,30
AC0006861,O000763,Meeting,2024-05-17,U004,60
AC0006862,O000763,Email,2024-03-01,U004,45
AC0006863,O000763,Meeting,2024-04-06,U004,30
AC0006864,O000763,Proposal Sent,2024-05-05,U004,60
AC0006865,O000763,Proposal Sent,2024-03-13,U004,30
AC0006866,O000764,Meeting,2025-07-19,U006,45
AC0006867,O000764,Proposal Sent,2025-08-21,U006,45
AC0006868,O000764,Demo,2025-06-28,U006,60
AC0006869,O000764,Call,2025-06-26,U006,30
AC0006870,O000765,Email,2023-08-19,U005,15
AC0006871,O000765,Demo,2023-08-31,U005,45
AC0006872,O000765,Demo,2023-07-15,U005,15
AC0006873,O000765,Meeting,2023-08-16,U005,15
AC0006874,O000765,Demo,2023-07-15,U005,60
AC0006875,O000765,Meeting,2023-08-29,U005,15
AC0006876,O000765,Meeting,2023-08-05,U005,30
AC0006877,O000765,Proposal Sent,2023-07-15,U005,60
AC0006878,O000765,Demo,2023-08-15,U005,60
AC0006879,O000765,Proposal Sent,2023-08-30,U005,60
AC0006880,O000765,Demo,2023-08-03,U005,45
AC0006881,O000765,Meeting,2023-08-03,U005,45
AC0006882,O000766,Meeting,2025-12-02,U004,30
AC0006883,O000766,Meeting,2025-11-16,U004,15
AC0006884,O000766,Proposal Sent,2025-12-19,U004,30
AC0006885,O000766,Demo,2025-11-15,U004,45
AC0006886,O000766,Proposal Sent,2026-03-06,U004,30
AC0006887,O000766,Demo,2026-02-08,U004,15
AC0006888,O000766,Proposal Sent,2026-01-07,U004,45
AC0006889,O000766,Demo,2026-01-17,U004,15
AC0006890,O000766,Call,2025-12-24,U004,45
AC0006891,O000766,Proposal Sent,2026-01-27,U004,45
AC0006892,O000767,Proposal Sent,2025-11-15,U001,60
AC0006893,O000767,Meeting,2025-12-06,U001,15
AC0006894,O000767,Call,2025-11-30,U001,60
AC0006895,O000767,Proposal Sent,2025-12-05,U001,30
AC0006896,O000767,Email,2025-11-14,U001,15
AC0006897,O000767,Demo,2025-10-18,U001,60
AC0006898,O000767,Meeting,2025-11-16,U001,15
AC0006899,O000767,Meeting,2025-11-13,U001,15
AC0006900,O000767,Demo,2025-10-19,U001,30
AC0006901,O000767,Email,2025-12-11,U001,45
AC0006902,O000768,Email,2023-06-18,U004,30
AC0006903,O000768,Demo,2023-07-20,U004,60
AC0006904,O000768,Call,2023-10-20,U004,60
AC0006905,O000768,Email,2023-08-16,U004,45
AC0006906,O000768,Demo,2023-09-03,U004,60
AC0006907,O000768,Email,2023-06-21,U004,15
AC0006908,O000769,Call,2023-06-23,U006,15
AC0006909,O000769,Demo,2023-07-14,U006,30
AC0006910,O000769,Proposal Sent,2023-07-11,U006,15
AC0006911,O000769,Demo,2023-07-06,U006,15
AC0006912,O000769,Meeting,2023-07-24,U006,45
AC0006913,O000770,Proposal Sent,2023-07-31,U006,45
AC0006914,O000770,Proposal Sent,2023-07-17,U006,60
AC0006915,O000770,Email,2023-07-11,U006,60
AC0006916,O000770,Meeting,2023-08-25,U006,45
AC0006917,O000770,Call,2023-08-01,U006,15
AC0006918,O000770,Email,2023-08-15,U006,30
AC0006919,O000770,Meeting,2023-06-13,U006,15
AC0006920,O000770,Email,2023-08-19,U006,60
AC0006921,O000771,Proposal Sent,2024-06-01,U005,45
AC0006922,O000771,Proposal Sent,2024-06-30,U005,60
AC0006923,O000771,Proposal Sent,2024-08-12,U005,45
AC0006924,O000771,Email,2024-08-03,U005,30
AC0006925,O000771,Proposal Sent,2024-07-02,U005,60
AC0006926,O000771,Call,2024-07-08,U005,30
AC0006927,O000771,Call,2024-06-27,U005,15
AC0006928,O000771,Email,2024-08-21,U005,30
AC0006929,O000771,Proposal Sent,2024-08-04,U005,60
AC0006930,O000772,Email,2023-12-02,U005,30
AC0006931,O000772,Call,2023-12-02,U005,60
AC0006932,O000772,Demo,2024-02-20,U005,60
AC0006933,O000772,Meeting,2023-11-11,U005,60
AC0006934,O000773,Demo,2024-10-08,U002,60
AC0006935,O000773,Email,2024-09-23,U002,45
AC0006936,O000773,Email,2024-09-29,U002,30
AC0006937,O000773,Proposal Sent,2024-09-28,U002,60
AC0006938,O000773,Call,2024-10-31,U002,30
AC0006939,O000773,Email,2024-07-31,U002,60
AC0006940,O000773,Demo,2024-10-10,U002,30
AC0006941,O000773,Meeting,2024-09-25,U002,15
AC0006942,O000773,Call,2024-09-21,U002,30
AC0006943,O000773,Proposal Sent,2024-08-29,U002,30
AC0006944,O000773,Meeting,2024-10-20,U002,45
AC0006945,O000773,Meeting,2024-09-30,U002,30
AC0006946,O000773,Meeting,2024-11-22,U002,60
AC0006947,O000773,Email,2024-08-24,U002,30
AC0006948,O000774,Demo,2023-02-25,U002,15
AC0006949,O000774,Call,2023-02-10,U002,45
AC0006950,O000774,Email,2023-02-15,U002,45
AC0006951,O000774,Proposal Sent,2023-02-24,U002,30
AC0006952,O000774,Call,2023-02-02,U002,60
AC0006953,O000774,Email,2023-03-13,U002,30
AC0006954,O000774,Email,2023-03-01,U002,45
AC0006955,O000774,Demo,2023-03-24,U002,15
AC0006956,O000774,Meeting,2023-03-11,U002,30
AC0006957,O000774,Meeting,2023-01-27,U002,30
AC0006958,O000774,Meeting,2023-02-15,U002,45
AC0006959,O000774,Meeting,2023-03-24,U002,60
AC0006960,O000774,Proposal Sent,2023-03-04,U002,30
AC0006961,O000774,Proposal Sent,2023-03-16,U002,60
AC0006962,O000774,Demo,2023-03-07,U002,15
AC0006963,O000775,Call,2024-03-31,U006,60
AC0006964,O000775,Demo,2024-07-25,U006,15
AC0006965,O000775,Meeting,2024-08-01,U006,60
AC0006966,O000775,Meeting,2024-06-15,U006,60
AC0006967,O000775,Email,2024-07-18,U006,60
AC0006968,O000775,Meeting,2024-06-10,U006,15
AC0006969,O000775,Meeting,2024-05-15,U006,45
AC0006970,O000776,Demo,2025-10-04,U001,30
AC0006971,O000776,Email,2025-08-25,U001,30
AC0006972,O000776,Proposal Sent,2025-08-11,U001,30
AC0006973,O000776,Meeting,2025-09-13,U001,45
AC0006974,O000776,Proposal Sent,2025-09-30,U001,60
AC0006975,O000776,Call,2025-08-03,U001,60
AC0006976,O000776,Email,2025-09-01,U001,45
AC0006977,O000776,Meeting,2025-09-06,U001,30
AC0006978,O000776,Demo,2025-09-06,U001,15
AC0006979,O000776,Demo,2025-09-23,U001,15
AC0006980,O000776,Proposal Sent,2025-09-12,U001,30
AC0006981,O000776,Call,2025-08-12,U001,30
AC0006982,O000776,Call,2025-08-30,U001,30
AC0006983,O000776,Proposal Sent,2025-10-06,U001,15
AC0006984,O000777,Call,2025-07-05,U001,60
AC0006985,O000777,Call,2025-08-09,U001,30
AC0006986,O000777,Proposal Sent,2025-07-01,U001,30
AC0006987,O000777,Meeting,2025-08-21,U001,15
AC0006988,O000777,Meeting,2025-09-22,U001,15
AC0006989,O000777,Call,2025-09-20,U001,15
AC0006990,O000777,Call,2025-08-06,U001,30
AC0006991,O000777,Email,2025-08-30,U001,45
AC0006992,O000777,Email,2025-07-27,U001,60
AC0006993,O000777,Demo,2025-05-10,U001,30
AC0006994,O000777,Demo,2025-09-07,U001,30
AC0006995,O000777,Proposal Sent,2025-08-30,U001,15
AC0006996,O000777,Meeting,2025-08-10,U001,45
AC0006997,O000777,Proposal Sent,2025-08-23,U001,45
AC0006998,O000778,Proposal Sent,2026-04-18,U003,45
AC0006999,O000778,Meeting,2026-04-12,U003,45
AC0007000,O000778,Proposal Sent,2026-04-07,U003,45
AC0007001,O000778,Meeting,2026-03-28,U003,45
AC0007002,O000778,Meeting,2026-04-17,U003,30
AC0007003,O000778,Demo,2026-04-01,U003,15
AC0007004,O000778,Demo,2026-03-31,U003,45
AC0007005,O000778,Proposal Sent,2026-04-08,U003,45
AC0007006,O000778,Call,2026-04-14,U003,30
AC0007007,O000778,Proposal Sent,2026-04-08,U003,30
AC0007008,O000779,Meeting,2025-06-10,U004,45
AC0007009,O000779,Email,2025-05-23,U004,60
AC0007010,O000779,Proposal Sent,2025-09-13,U004,30
AC0007011,O000779,Call,2025-08-16,U004,45
AC0007012,O000779,Call,2025-05-25,U004,30
AC0007013,O000779,Call,2025-07-23,U004,45
AC0007014,O000779,Demo,2025-07-22,U004,45
