OppId,AccountId,OppName,Stage,Amount,Probability,CreatedDate,CloseDate,OwnerId,LossReason
O000488,A00298,Account-00298 - Annual,06 - Closed Won,44000.0,1.0,2024-02-25,2024-06-13,U009,
O000489,A00298,Account-00298 - Renewal,02 - Qualification,95900.0,0.25,2023-07-05,2023-10-04,U009,
O000490,A00298,Account-00298 - Multi-Year,04 - Proposal,106200.0,0.6,2024-12-13,2025-06-07,U009,
O000491,A00299,Account-00299 - Renewal,02 - Qualification,16600.0,0.25,2023-05-20,2023-06-12,U003,
O000492,A00299,Account-00299 - Renewal,06 - Closed Won,24300.0,1.0,2024-03-20,2024-05-22,U003,
O000493,A00300,Account-00300 - Expansion,07 - Closed Lost,23400.0,0.0,2023-07-22,2023-12-10,U003,Product Fit
O000494,A00301,Account-00301 - New Logo,03 - Needs Analysis,12100.0,0.4,2023-08-08,2023-12-03,U008,
O000495,A00302,Account-00302 - Annual,05 - Negotiation,97300.0,0.8,2024-04-11,2024-07-20,U009,
O000496,A00303,Account-00303 - Renewal,02 - Qualification,20200.0,0.25,2025-11-30,2026-03-03,U006,
O000497,A00304,Account-00304 - New Logo,04 - Proposal,7300.0,0.6,2023-06-18,2023-09-18,U009,
O000498,A00304,Account-00304 - Renewal,06 - Closed Won,21800.0,1.0,2024-09-30,2024-12-16,U009,
O000499,A00305,Account-00305 - Expansion,03 - Needs Analysis,6400.0,0.4,2025-05-26,2025-10-14,U010,
O000500,A00306,Account-00306 - Annual,06 - Closed Won,389500.0,1.0,2025-10-03,2026-03-05,U006,
O000501,A00307,Account-00307 - Multi-Year,05 - Negotiation,81100.0,0.8,2025-03-19,2025-05-04,U002,
O000502,A00308,Account-00308 - Annual,04 - Proposal,16900.0,0.6,2024-02-12,2024-06-14,U002,
O000503,A00309,Account-00309 - Renewal,06 - Closed Won,51500.0,1.0,2025-05-19,2025-11-03,U007,
O000504,A00310,Account-00310 - New Logo,04 - Proposal,18300.0,0.6,2025-03-30,2025-07-31,U007,
O000505,A00311,Account-00311 - New Logo,06 - Closed Won,7200.0,1.0,2023-10-29,2024-01-21,U002,
O000506,A00311,Account-00311 - Annual,03 - Needs Analysis,23800.0,0.4,2025-10-15,2025-11-11,U002,
O000507,A00312,Account-00312 - New Logo,05 - Negotiation,27500.0,0.8,2023-05-20,2023-07-24,U005,
O000508,A00312,Account-00312 - Annual,03 - Needs Analysis,84100.0,0.4,2024-10-31,2024-12-14,U005,
O000509,A00313,Account-00313 - Expansion,06 - Closed Won,100300.0,1.0,2025-11-30,2026-02-09,U008,
O000510,A00313,Account-00313 - Renewal,05 - Negotiation,49900.0,0.8,2025-10-16,2026-01-31,U008,
O000511,A00314,Account-00314 - New Logo,07 - Closed Lost,718500.0,0.0,2023-03-06,2023-04-25,U004,Timing
O000512,A00314,Account-00314 - Annual,07 - Closed Lost,420900.0,0.0,2024-10-06,2024-11-04,U004,Competitor
O000513,A00315,Account-00315 - Multi-Year,07 - Closed Lost,8300.0,0.0,2024-09-12,2025-01-20,U005,No Decision
O000514,A00315,Account-00315 - Renewal,05 - Negotiation,7200.0,0.8,2025-03-07,2025-07-30,U005,
O000515,A00316,Account-00316 - Renewal,05 - Negotiation,16200.0,0.8,2026-03-17,2026-05-16,U007,
O000516,A00316,Account-00316 - Renewal,04 - Proposal,14900.0,0.6,2023-04-25,2023-08-19,U007,
O000517,A00317,Account-00317 - Multi-Year,04 - Proposal,5600.0,0.6,2024-08-05,2024-09-05,U009,
O000518,A00317,Account-00317 - Expansion,04 - Proposal,19800.0,0.6,2025-01-20,2025-02-15,U009,
O000519,A00318,Account-00318 - Annual,04 - Proposal,58900.0,0.6,2025-05-26,2025-09-12,U005,
O000520,A00319,Account-00319 - Annual,03 - Needs Analysis,11200.0,0.4,2024-05-22,2024-07-02,U010,
O000521,A00319,Account-00319 - Expansion,02 - Qualification,8400.0,0.25,2024-09-16,2025-02-20,U010,
O000522,A00320,Account-00320 - Annual,06 - Closed Won,23000.0,1.0,2025-05-15,2025-08-11,U006,
O000523,A00321,Account-00321 - New Logo,01 - Prospecting,335200.0,0.1,2026-04-19,2026-10-02,U008,
O000524,A00321,Account-00321 - Multi-Year,06 - Closed Won,669700.0,1.0,2024-10-22,2024-12-06,U008,
O000525,A00322,Account-00322 - Renewal,07 - Closed Lost,88400.0,0.0,2025-10-26,2025-12-27,U012,No Decision
O000526,A00323,Account-00323 - Renewal,03 - Needs Analysis,17700.0,0.4,2025-06-11,2025-07-20,U004,
O000527,A00324,Account-00324 - Multi-Year,01 - Prospecting,119600.0,0.1,2024-06-27,2024-10-27,U001,
O000528,A00325,Account-00325 - Expansion,06 - Closed Won,16600.0,1.0,2023-07-08,2023-12-26,U012,
O000529,A00325,Account-00325 - New Logo,02 - Qualification,21000.0,0.25,2024-07-13,2024-12-01,U012,
O000530,A00326,Account-00326 - New Logo,06 - Closed Won,53700.0,1.0,2023-06-07,2023-09-11,U012,
O000531,A00327,Account-00327 - Renewal,03 - Needs Analysis,13000.0,0.4,2024-10-03,2025-03-31,U004,
O000532,A00327,Account-00327 - Renewal,06 - Closed Won,16000.0,1.0,2025-07-17,2025-08-10,U004,
O000533,A00328,Account-00328 - Expansion,05 - Negotiation,18200.0,0.8,2026-03-27,2026-08-13,U007,
O000534,A00328,Account-00328 - Renewal,07 - Closed Lost,22100.0,0.0,2025-12-27,2026-05-07,U007,Price
O000535,A00328,Account-00328 - Multi-Year,03 - Needs Analysis,14200.0,0.4,2025-12-05,2026-02-24,U007,
O000536,A00329,Account-00329 - Multi-Year,07 - Closed Lost,13200.0,0.0,2024-09-06,2024-10-12,U006,Timing
O000537,A00329,Account-00329 - Renewal,07 - Closed Lost,17900.0,0.0,2024-06-30,2024-09-23,U006,Competitor
O000538,A00330,Account-00330 - New Logo,02 - Qualification,138800.0,0.25,2023-08-21,2023-11-28,U002,
O000539,A00331,Account-00331 - Multi-Year,05 - Negotiation,23100.0,0.8,2025-06-12,2025-08-22,U007,
O000540,A00332,Account-00332 - Multi-Year,04 - Proposal,666400.0,0.6,2023-03-01,2023-08-08,U006,
O000541,A00333,Account-00333 - Annual,07 - Closed Lost,14700.0,0.0,2023-03-28,2023-04-22,U002,Price
O000542,A00333,Account-00333 - Expansion,06 - Closed Won,22300.0,1.0,2024-10-04,2025-02-05,U002,
O000543,A00334,Account-00334 - Multi-Year,04 - Proposal,104800.0,0.6,2023-07-04,2023-08-28,U005,
O000544,A00334,Account-00334 - Renewal,06 - Closed Won,72500.0,1.0,2023-08-18,2023-10-07,U005,
O000545,A00335,Account-00335 - New Logo,07 - Closed Lost,23600.0,0.0,2026-04-03,2026-06-26,U005,Price
O000546,A00335,Account-00335 - Expansion,06 - Closed Won,20500.0,1.0,2024-05-02,2024-08-10,U005,
O000547,A00336,Account-00336 - Multi-Year,07 - Closed Lost,95700.0,0.0,2025-03-09,2025-07-15,U012,Competitor
O000548,A00336,Account-00336 - New Logo,03 - Needs Analysis,117100.0,0.4,2023-08-07,2023-12-17,U012,
O000549,A00336,Account-00336 - Expansion,07 - Closed Lost,30300.0,0.0,2024-06-04,2024-11-07,U012,Price
O000550,A00337,Account-00337 - Multi-Year,05 - Negotiation,9900.0,0.8,2025-05-17,2025-08-16,U010,
O000551,A00338,Account-00338 - Annual,07 - Closed Lost,5400.0,0.0,2025-01-23,2025-07-17,U011,Price
O000552,A00339,Account-00339 - Annual,04 - Proposal,12700.0,0.6,2024-05-05,2024-08-25,U003,
O000553,A00339,Account-00339 - Annual,07 - Closed Lost,22200.0,0.0,2025-12-31,2026-04-29,U003,Timing
O000554,A00340,Account-00340 - Expansion,04 - Proposal,23700.0,0.6,2024-06-07,2024-08-26,U011,
O000555,A00340,Account-00340 - Expansion,07 - Closed Lost,8200.0,0.0,2024-03-06,2024-07-16,U011,Timing
O000556,A00340,Account-00340 - New Logo,04 - Proposal,6600.0,0.6,2023-03-11,2023-08-03,U011,
O000557,A00341,Account-00341 - Multi-Year,06 - Closed Won,22500.0,1.0,2024-11-12,2024-12-27,U003,
O000558,A00341,Account-00341 - Renewal,06 - Closed Won,12000.0,1.0,2024-06-18,2024-12-09,U003,
O000559,A00342,Account-00342 - New Logo,06 - Closed Won,638100.0,1.0,2025-07-17,2025-09-22,U002,
O000560,A00342,Account-00342 - Expansion,01 - Prospecting,256100.0,0.1,2023-10-06,2024-01-12,U002,
O000561,A00343,Account-00343 - Renewal,03 - Needs Analysis,15300.0,0.4,2023-08-15,2023-10-07,U011,
O000562,A00343,Account-00343 - Multi-Year,06 - Closed Won,11400.0,1.0,2025-04-20,2025-09-09,U011,
O000563,A00344,Account-00344 - Annual,07 - Closed Lost,21000.0,0.0,2026-04-29,2026-07-08,U012,Timing
O000564,A00345,Account-00345 - Multi-Year,07 - Closed Lost,23900.0,0.0,2025-03-16,2025-08-29,U002,Price
O000565,A00346,Account-00346 - New Logo,06 - Closed Won,84500.0,1.0,2026-02-17,2026-03-31,U010,
O000566,A00346,Account-00346 - New Logo,04 - Proposal,105900.0,0.6,2024-02-11,2024-03-14,U010,
O000567,A00346,Account-00346 - Multi-Year,06 - Closed Won,39200.0,1.0,2025-05-28,2025-09-19,U010,
O000568,A00347,Account-00347 - New Logo,01 - Prospecting,75000.0,0.1,2023-08-29,2024-01-12,U002,
O000569,A00347,Account-00347 - Expansion,03 - Needs Analysis,44300.0,0.4,2023-08-31,2023-11-27,U002,
O000570,A00347,Account-00347 - Renewal,04 - Proposal,66000.0,0.6,2025-10-09,2025-12-20,U002,
O000571,A00348,Account-00348 - New Logo,06 - Closed Won,248800.0,1.0,2024-08-02,2024-10-07,U012,
O000572,A00349,Account-00349 - New Logo,04 - Proposal,298000.0,0.6,2023-02-28,2023-08-25,U012,
O000573,A00349,Account-00349 - Annual,04 - Proposal,585300.0,0.6,2024-05-23,2024-10-07,U012,
O000574,A00350,Account-00350 - Multi-Year,07 - Closed Lost,24500.0,0.0,2023-09-30,2024-01-29,U003,Timing
O000575,A00351,Account-00351 - Expansion,02 - Qualification,77900.0,0.25,2024-06-08,2024-07-11,U004,
O000576,A00351,Account-00351 - Renewal,05 - Negotiation,58700.0,0.8,2024-04-25,2024-10-17,U004,
O000577,A00352,Account-00352 - Expansion,01 - Prospecting,15100.0,0.1,2023-04-04,2023-07-30,U006,
O000578,A00352,Account-00352 - Annual,06 - Closed Won,7600.0,1.0,2025-03-19,2025-08-29,U006,
O000579,A00353,Account-00353 - New Logo,03 - Needs Analysis,14900.0,0.4,2024-06-17,2024-10-01,U002,
O000580,A00353,Account-00353 - Multi-Year,02 - Qualification,19200.0,0.25,2023-09-28,2024-02-05,U002,
O000581,A00354,Account-00354 - Expansion,01 - Prospecting,7600.0,0.1,2024-10-03,2025-01-02,U007,
O000582,A00355,Account-00355 - Renewal,07 - Closed Lost,50000.0,0.0,2024-08-02,2024-10-28,U006,No Decision
O000583,A00355,Account-00355 - Multi-Year,07 - Closed Lost,55000.0,0.0,2025-06-11,2025-11-03,U006,Product Fit
O000584,A00355,Account-00355 - Multi-Year,02 - Qualification,39100.0,0.25,2025-06-20,2025-09-06,U006,
O000585,A00356,Account-00356 - New Logo,03 - Needs Analysis,14300.0,0.4,2024-06-16,2024-08-04,U009,
O000586,A00357,Account-00357 - New Logo,07 - Closed Lost,78300.0,0.0,2024-12-31,2025-05-17,U009,Price
O000587,A00358,Account-00358 - Multi-Year,02 - Qualification,33900.0,0.25,2023-10-31,2024-01-31,U003,
O000588,A00358,Account-00358 - Renewal,06 - Closed Won,103100.0,1.0,2023-12-11,2024-05-23,U003,
O000589,A00358,Account-00358 - Renewal,06 - Closed Won,117300.0,1.0,2024-03-10,2024-08-11,U003,
O000590,A00359,Account-00359 - Expansion,03 - Needs Analysis,15000.0,0.4,2023-06-07,2023-07-21,U009,
O000591,A00360,Account-00360 - Expansion,04 - Proposal,81100.0,0.6,2023-09-07,2023-10-24,U011,
O000592,A00361,Account-00361 - New Logo,05 - Negotiation,19200.0,0.8,2023-06-16,2023-11-05,U009,
O000593,A00362,Account-00362 - Renewal,06 - Closed Won,5100.0,1.0,2024-07-05,2024-08-05,U010,
O000594,A00362,Account-00362 - Multi-Year,04 - Proposal,19600.0,0.6,2025-07-16,2025-12-28,U010,
O000595,A00363,Account-00363 - Annual,07 - Closed Lost,10700.0,0.0,2023-04-10,2023-05-14,U001,Product Fit
O000596,A00364,Account-00364 - New Logo,02 - Qualification,10100.0,0.25,2025-02-20,2025-05-12,U010,
O000597,A00364,Account-00364 - New Logo,01 - Prospecting,9200.0,0.1,2023-07-02,2023-10-29,U010,
O000598,A00364,Account-00364 - Annual,06 - Closed Won,24100.0,1.0,2024-08-06,2024-10-04,U010,
O000599,A00364,Account-00364 - Renewal,05 - Negotiation,13600.0,0.8,2024-09-03,2024-12-11,U010,
O000600,A00365,Account-00365 - New Logo,07 - Closed Lost,73700.0,0.0,2023-07-16,2023-12-08,U011,Timing
O000601,A00366,Account-00366 - Expansion,06 - Closed Won,33600.0,1.0,2026-02-27,2026-07-05,U004,
O000602,A00367,Account-00367 - Expansion,06 - Closed Won,6900.0,1.0,2025-06-08,2025-11-06,U003,
O000603,A00367,Account-00367 - New Logo,06 - Closed Won,18000.0,1.0,2025-08-07,2025-10-05,U003,
O000604,A00368,Account-00368 - New Logo,02 - Qualification,14400.0,0.25,2025-12-10,2026-01-19,U006,
O000605,A00368,Account-00368 - Multi-Year,02 - Qualification,7600.0,0.25,2024-09-07,2024-12-12,U006,
O000606,A00369,Account-00369 - Renewal,06 - Closed Won,16000.0,1.0,2024-08-28,2024-09-28,U007,
O000607,A00369,Account-00369 - Renewal,06 - Closed Won,13300.0,1.0,2023-08-09,2023-12-25,U007,
O000608,A00370,Account-00370 - Annual,04 - Proposal,32800.0,0.6,2024-12-28,2025-05-25,U004,
O000609,A00370,Account-00370 - New Logo,06 - Closed Won,69000.0,1.0,2023-08-22,2023-10-27,U004,
O000610,A00370,Account-00370 - Expansion,02 - Qualification,108300.0,0.25,2023-04-03,2023-07-08,U004,
O000611,A00371,Account-00371 - Expansion,06 - Closed Won,14000.0,1.0,2025-07-20,2025-10-15,U003,
O000612,A00371,Account-00371 - Expansion,03 - Needs Analysis,6600.0,0.4,2024-01-19,2024-07-11,U003,
O000613,A00372,Account-00372 - Annual,05 - Negotiation,5400.0,0.8,2023-08-06,2023-12-05,U007,
O000614,A00372,Account-00372 - Renewal,03 - Needs Analysis,14500.0,0.4,2023-01-28,2023-05-31,U007,
O000615,A00372,Account-00372 - Expansion,04 - Proposal,21300.0,0.6,2025-09-23,2026-03-19,U007,
O000616,A00373,Account-00373 - Annual,07 - Closed Lost,179600.0,0.0,2025-03-19,2025-05-12,U010,Competitor
O000617,A00373,Account-00373 - Annual,07 - Closed Lost,593300.0,0.0,2023-08-18,2023-10-25,U010,Competitor
O000618,A00374,Account-00374 - Renewal,06 - Closed Won,13700.0,1.0,2023-10-25,2024-04-22,U009,
O000619,A00375,Account-00375 - Annual,06 - Closed Won,8000.0,1.0,2024-09-08,2025-01-14,U001,
O000620,A00376,Account-00376 - New Logo,06 - Closed Won,422800.0,1.0,2023-11-09,2024-04-01,U004,
O000621,A00377,Account-00377 - New Logo,06 - Closed Won,9000.0,1.0,2025-07-09,2025-12-21,U010,
O000622,A00378,Account-00378 - New Logo,02 - Qualification,22000.0,0.25,2023-01-17,2023-05-27,U007,
O000623,A00379,Account-00379 - Annual,06 - Closed Won,496900.0,1.0,2026-03-31,2026-07-03,U006,
O000624,A00379,Account-00379 - New Logo,04 - Proposal,469100.0,0.6,2025-09-25,2026-03-20,U006,
O000625,A00379,Account-00379 - Renewal,06 - Closed Won,479200.0,1.0,2024-04-19,2024-08-25,U006,
O000626,A00380,Account-00380 - Annual,04 - Proposal,18000.0,0.6,2023-05-11,2023-09-29,U009,
O000627,A00381,Account-00381 - Expansion,05 - Negotiation,13700.0,0.8,2024-12-11,2025-02-10,U005,
O000628,A00382,Account-00382 - Renewal,04 - Proposal,9600.0,0.6,2025-08-19,2025-11-03,U006,
O000629,A00382,Account-00382 - Multi-Year,07 - Closed Lost,22100.0,0.0,2024-11-25,2025-04-13,U006,No Decision
O000630,A00383,Account-00383 - New Logo,07 - Closed Lost,104100.0,0.0,2025-03-10,2025-06-30,U004,Competitor
O000631,A00383,Account-00383 - Multi-Year,04 - Proposal,96200.0,0.6,2024-02-29,2024-07-21,U004,
O000632,A00384,Account-00384 - New Logo,06 - Closed Won,7000.0,1.0,2023-11-17,2024-03-22,U001,
O000633,A00385,Account-00385 - Expansion,06 - Closed Won,119900.0,1.0,2024-03-04,2024-06-23,U008,
O000634,A00386,Account-00386 - Annual,03 - Needs Analysis,106600.0,0.4,2023-11-21,2024-04-17,U010,
O000635,A00387,Account-00387 - Renewal,05 - Negotiation,17400.0,0.8,2024-11-22,2025-01-11,U006,
O000636,A00387,Account-00387 - Annual,05 - Negotiation,24900.0,0.8,2024-04-03,2024-07-22,U006,
O000637,A00387,Account-00387 - Renewal,04 - Proposal,8000.0,0.6,2026-02-14,2026-07-15,U006,
O000638,A00388,Account-00388 - Annual,07 - Closed Lost,66600.0,0.0,2023-04-14,2023-08-29,U005,Price
O000639,A00388,Account-00388 - Multi-Year,07 - Closed Lost,29000.0,0.0,2023-07-28,2023-09-12,U005,Price
O000640,A00389,Account-00389 - Renewal,03 - Needs Analysis,52800.0,0.4,2025-01-10,2025-05-23,U011,
O000641,A00389,Account-00389 - Expansion,06 - Closed Won,34400.0,1.0,2025-10-17,2026-02-07,U011,
O000642,A00389,Account-00389 - Annual,02 - Qualification,44200.0,0.25,2023-10-10,2024-02-13,U011,
O000643,A00390,Account-00390 - Expansion,04 - Proposal,463400.0,0.6,2025-08-28,2025-10-08,U010,
O000644,A00391,Account-00391 - Renewal,04 - Proposal,18300.0,0.6,2025-04-29,2025-06-26,U010,
O000645,A00392,Account-00392 - New Logo,02 - Qualification,13600.0,0.25,2024-04-12,2024-08-14,U011,
O000646,A00393,Account-00393 - New Logo,06 - Closed Won,12200.0,1.0,2025-11-23,2025-12-20,U001,
O000647,A00393,Account-00393 - Annual,06 - Closed Won,19400.0,1.0,2023-10-26,2024-03-26,U001,
O000648,A00393,Account-00393 - New Logo,04 - Proposal,13000.0,0.6,2023-06-23,2023-08-24,U001,
O000649,A00393,Account-00393 - Renewal,04 - Proposal,5700.0,0.6,2023-05-06,2023-07-03,U001,
O000650,A00394,Account-00394 - Expansion,07 - Closed Lost,13400.0,0.0,2025-11-30,2026-05-10,U012,No Decision
O000651,A00395,Account-00395 - Multi-Year,07 - Closed Lost,23000.0,0.0,2023-01-17,2023-07-12,U012,Timing
O000652,A00395,Account-00395 - Renewal,06 - Closed Won,22800.0,1.0,2025-07-02,2025-12-28,U012,
O000653,A00395,Account-00395 - Multi-Year,06 - Closed Won,22800.0,1.0,2025-06-24,2025-10-25,U012,
O000654,A00396,Account-00396 - Renewal,01 - Prospecting,11700.0,0.1,2023-06-22,2023-08-13,U009,
O000655,A00396,Account-00396 - Expansion,04 - Proposal,6900.0,0.6,2026-01-12,2026-06-22,U009,
O000656,A00396,Account-00396 - Annual,04 - Proposal,17700.0,0.6,2025-12-03,2025-12-28,U009,
O000657,A00397,Account-00397 - New Logo,06 - Closed Won,9800.0,1.0,2026-01-10,2026-04-17,U009,
O000658,A00397,Account-00397 - Expansion,02 - Qualification,6200.0,0.25,2025-10-31,2026-02-23,U009,
O000659,A00397,Account-00397 - New Logo,04 - Proposal,6000.0,0.6,2025-11-05,2025-12-26,U009,
O000660,A00398,Account-00398 - Renewal,05 - Negotiation,24700.0,0.8,2023-01-11,2023-06-28,U008,
O000661,A00399,Account-00399 - Expansion,07 - Closed Lost,279000.0,0.0,2025-12-28,2026-04-03,U005,Product Fit
O000662,A00399,Account-00399 - Annual,06 - Closed Won,473400.0,1.0,2023-10-14,2024-01-05,U005,
O000663,A00400,Account-00400 - Annual,03 - Needs Analysis,649400.0,0.4,2026-04-07,2026-08-21,U012,
O000664,A00401,Account-00401 - New Logo,07 - Closed Lost,32800.0,0.0,2025-05-21,2025-06-25,U008,Competitor
O000665,A00402,Account-00402 - Renewal,02 - Qualification,89300.0,0.25,2025-07-02,2025-11-02,U002,
O000666,A00403,Account-00403 - New Logo,07 - Closed Lost,517300.0,0.0,2025-03-19,2025-07-25,U003,Timing
O000667,A00403,Account-00403 - New Logo,07 - Closed Lost,218200.0,0.0,2025-05-03,2025-06-24,U003,Timing
O000668,A00404,Account-00404 - New Logo,07 - Closed Lost,7400.0,0.0,2025-11-17,2026-01-30,U008,Timing
O000669,A00405,Account-00405 - Renewal,07 - Closed Lost,60100.0,0.0,2023-11-18,2024-01-07,U009,Timing
O000670,A00406,Account-00406 - Annual,06 - Closed Won,147400.0,1.0,2025-01-26,2025-03-26,U002,
O000671,A00407,Account-00407 - Multi-Year,04 - Proposal,14700.0,0.6,2025-02-05,2025-04-02,U001,
O000672,A00408,Account-00408 - Multi-Year,01 - Prospecting,22900.0,0.1,2025-05-13,2025-08-13,U011,
O000673,A00408,Account-00408 - Renewal,07 - Closed Lost,14800.0,0.0,2024-01-10,2024-03-01,U011,No Decision
O000674,A00409,Account-00409 - New Logo,05 - Negotiation,16500.0,0.8,2023-04-02,2023-09-13,U011,
O000675,A00410,Account-00410 - Multi-Year,05 - Negotiation,19400.0,0.8,2025-02-11,2025-08-05,U006,
O000676,A00410,Account-00410 - New Logo,06 - Closed Won,14200.0,1.0,2023-10-11,2024-02-23,U006,
O000677,A00410,Account-00410 - Renewal,07 - Closed Lost,11500.0,0.0,2023-11-02,2024-04-29,U006,Timing
O000678,A00411,Account-00411 - Expansion,04 - Proposal,29400.0,0.6,2025-03-20,2025-07-31,U004,
O000679,A00412,Account-00412 - Renewal,06 - Closed Won,79300.0,1.0,2023-12-06,2024-03-14,U007,
O000680,A00412,Account-00412 - Renewal,06 - Closed Won,33100.0,1.0,2023-09-11,2024-03-07,U007,
O000681,A00413,Account-00413 - Renewal,07 - Closed Lost,474800.0,0.0,2023-04-19,2023-09-07,U008,Price
O000682,A00413,Account-00413 - Expansion,06 - Closed Won,481700.0,1.0,2023-09-04,2023-09-28,U008,
O000683,A00414,Account-00414 - New Logo,07 - Closed Lost,690500.0,0.0,2024-05-17,2024-11-01,U001,Price
O000684,A00414,Account-00414 - New Logo,06 - Closed Won,393200.0,1.0,2025-12-28,2026-01-28,U001,
O000685,A00415,Account-00415 - Renewal,04 - Proposal,42100.0,0.6,2023-02-17,2023-03-15,U005,
O000686,A00415,Account-00415 - Renewal,04 - Proposal,33600.0,0.6,2024-10-11,2024-11-25,U005,
O000687,A00415,Account-00415 - Multi-Year,04 - Proposal,42400.0,0.6,2023-12-11,2024-01-22,U005,
O000688,A00416,Account-00416 - Multi-Year,06 - Closed Won,160100.0,1.0,2025-04-14,2025-07-26,U009,
O000689,A00417,Account-00417 - New Logo,04 - Proposal,7000.0,0.6,2023-04-30,2023-06-25,U003,
O000690,A00418,Account-00418 - Annual,04 - Proposal,103600.0,0.6,2024-06-12,2024-08-01,U012,
O000691,A00418,Account-00418 - New Logo,03 - Needs Analysis,81700.0,0.4,2024-02-19,2024-05-09,U012,
O000692,A00418,Account-00418 - Expansion,06 - Closed Won,61600.0,1.0,2025-11-07,2025-12-26,U012,
O000693,A00419,Account-00419 - New Logo,06 - Closed Won,31200.0,1.0,2025-08-09,2025-09-05,U010,
O000694,A00420,Account-00420 - Multi-Year,04 - Proposal,116500.0,0.6,2023-02-08,2023-03-25,U007,
O000695,A00420,Account-00420 - New Logo,06 - Closed Won,36900.0,1.0,2026-02-10,2026-07-25,U007,
O000696,A00421,Account-00421 - Renewal,03 - Needs Analysis,24400.0,0.4,2025-10-21,2026-02-13,U006,
O000697,A00422,Account-00422 - New Logo,06 - Closed Won,13500.0,1.0,2024-05-17,2024-10-26,U008,
O000698,A00422,Account-00422 - Expansion,01 - Prospecting,14300.0,0.1,2023-03-27,2023-09-21,U008,
O000699,A00422,Account-00422 - Expansion,01 - Prospecting,23700.0,0.1,2023-12-09,2024-04-30,U008,
O000700,A00422,Account-00422 - Multi-Year,07 - Closed Lost,12600.0,0.0,2024-05-28,2024-09-14,U008,Product Fit
O000701,A00423,Account-00423 - Annual,01 - Prospecting,622600.0,0.1,2024-07-30,2025-01-10,U012,
O000702,A00423,Account-00423 - Renewal,02 - Qualification,594900.0,0.25,2024-09-07,2024-11-01,U012,
O000703,A00423,Account-00423 - Expansion,07 - Closed Lost,263400.0,0.0,2024-07-26,2024-12-22,U012,No Decision
O000704,A00424,Account-00424 - Expansion,04 - Proposal,18200.0,0.6,2025-07-16,2025-10-26,U001,
O000705,A00424,Account-00424 - Multi-Year,05 - Negotiation,17000.0,0.8,2024-03-07,2024-03-31,U001,
O000706,A00425,Account-00425 - Multi-Year,06 - Closed Won,5100.0,1.0,2023-01-05,2023-01-27,U011,
O000707,A00425,Account-00425 - New Logo,06 - Closed Won,18900.0,1.0,2025-04-26,2025-09-18,U011,
O000708,A00426,Account-00426 - Annual,06 - Closed Won,726900.0,1.0,2023-06-08,2023-10-19,U011,
O000709,A00426,Account-00426 - Expansion,07 - Closed Lost,375900.0,0.0,2024-12-23,2025-06-14,U011,Timing
O000710,A00427,Account-00427 - New Logo,02 - Qualification,12400.0,0.25,2023-01-18,2023-03-28,U003,
O000711,A00428,Account-00428 - Multi-Year,06 - Closed Won,18600.0,1.0,2023-02-10,2023-06-01,U012,
O000712,A00429,Account-00429 - Expansion,07 - Closed Lost,46000.0,0.0,2024-09-12,2025-02-05,U011,Price
O000713,A00430,Account-00430 - Annual,01 - Prospecting,24700.0,0.1,2024-03-04,2024-07-03,U010,
O000714,A00431,Account-00431 - Renewal,06 - Closed Won,8400.0,1.0,2026-03-11,2026-05-19,U009,
O000715,A00431,Account-00431 - Multi-Year,03 - Needs Analysis,16800.0,0.4,2026-03-03,2026-04-08,U009,
O000716,A00431,Account-00431 - Expansion,07 - Closed Lost,22100.0,0.0,2024-06-15,2024-11-15,U009,Competitor
O000717,A00432,Account-00432 - Renewal,07 - Closed Lost,18900.0,0.0,2023-02-17,2023-07-23,U011,No Decision
O000718,A00432,Account-00432 - Annual,07 - Closed Lost,5000.0,0.0,2026-02-21,2026-06-30,U011,No Decision
O000719,A00432,Account-00432 - Renewal,07 - Closed Lost,13100.0,0.0,2025-06-04,2025-07-25,U011,Timing
O000720,A00433,Account-00433 - Annual,06 - Closed Won,109000.0,1.0,2025-11-25,2026-02-10,U009,
O000721,A00434,Account-00434 - Multi-Year,06 - Closed Won,55000.0,1.0,2025-05-10,2025-09-07,U009,
O000722,A00435,Account-00435 - New Logo,07 - Closed Lost,24800.0,0.0,2026-03-17,2026-06-02,U008,Price
O000723,A00436,Account-00436 - Annual,03 - Needs Analysis,54500.0,0.4,2024-02-08,2024-08-06,U001,
O000724,A00436,Account-00436 - Expansion,05 - Negotiation,101800.0,0.8,2023-02-27,2023-08-17,U001,
O000725,A00436,Account-00436 - Annual,03 - Needs Analysis,70000.0,0.4,2024-05-27,2024-09-11,U001,
O000726,A00437,Account-00437 - Renewal,06 - Closed Won,114600.0,1.0,2025-11-30,2026-05-22,U006,
O000727,A00437,Account-00437 - Annual,06 - Closed Won,84400.0,1.0,2025-06-17,2025-12-02,U006,
O000728,A00437,Account-00437 - Expansion,07 - Closed Lost,112100.0,0.0,2023-06-25,2023-10-19,U006,Price
O000729,A00438,Account-00438 - Renewal,07 - Closed Lost,13800.0,0.0,2023-05-07,2023-08-12,U008,Timing
O000730,A00438,Account-00438 - Expansion,02 - Qualification,6100.0,0.25,2023-05-15,2023-06-17,U008,
O000731,A00439,Account-00439 - Renewal,02 - Qualification,20000.0,0.25,2025-04-02,2025-06-20,U011,
